0,1,2,3,4,5,6,tot
0.0,0.0,0.0,8.526512829121202e-10,2.9842794901924208e-09,3.694822225952521e-09,1.9895196601282805e-09,9.521272659185342e-09
0.0,0.0,0.0,8.526512829121202e-10,2.9842794901924208e-09,3.694822225952521e-09,1.9895196601282805e-09,9.521272659185342e-09
0.0,0.0,0.0,8.526512829121202e-10,2.9842794901924208e-09,3.694822225952521e-09,1.9895196601282805e-09,9.521272659185342e-09
0.0,0.0,0.0,8.526512829121202e-10,2.9842794901924208e-09,3.694822225952521e-09,1.9895196601282805e-09,9.521272659185342e-09
0.0,0.0,0.0,8.526512829121202e-10,2.9842794901924208e-09,3.694822225952521e-09,1.9895196601282805e-09,9.521272659185342e-09
0.0,0.0,0.0,8.526512829121202e-10,2.9842794901924208e-09,3.694822225952521e-09,1.9895196601282805e-09,9.521272659185342e-09
0.0,0.0,0.0,8.526512829121202e-10,2.9842794901924208e-09,3.694822225952521e-09,1.9895196601282805e-09,9.521272659185342e-09
0.0,0.0,0.0,8.526512829121202e-10,2.9842794901924208e-09,3.694822225952521e-09,1.9895196601282805e-09,9.521272659185342e-09
0.0,0.0,0.0,8.526512829121202e-10,2.9842794901924208e-09,3.694822225952521e-09,1.9895196601282805e-09,9.521272659185342e-09
0.0,0.0,0.0,8.526512829121202e-10,2.9842794901924208e-09,3.694822225952521e-09,1.9895196601282805e-09,9.521272659185342e-09
0.0,0.0,0.0,8.526512829121202e-10,2.9842794901924208e-09,3.694822225952521e-09,1.9895196601282805e-09,9.521272659185342e-09
0.0,0.0,0.0,8.526512829121202e-10,2.9842794901924208e-09,3.694822225952521e-09,1.9895196601282805e-09,9.521272659185342e-09
0.0,2.2680176516587385,0.268483346985704,0.0005500012889569916,27.002373718545414,6.134620733604379,328.7323151101873,364.4063605622705
0.0,6.935525867106662,16.40230145312671,2.9353364658391,5.00269616480864,40.33621283227262,305.0415031253806,376.6535759085343
0.0,10.000385796615776,0.00020000015865662135,8.33011881695711e-05,0.000716671166856031,0.0007833382653643639,305.0412863667873,315.0434554741821
0.0,0.0,0.0,1.7053025658242404e-09,4.405364961712621e-09,5.115907697472721e-09,305.04200326063824,305.0420032718648
0.0,0.0,0.0,1.7053025658242404e-09,4.405364961712621e-09,5.115907697472721e-09,338.3858058461442,338.38580585737077
0.0,0.0,0.0,8.526512829121202e-10,2.9842794901924208e-09,3.694822225952521e-09,1.9895196601282805e-09,9.521272659185342e-09
0.0,0.0,0.0,8.526512829121202e-10,2.9842794901924208e-09,3.694822225952521e-09,1.9895196601282805e-09,9.521272659185342e-09
0.0,0.0,0.0,8.526512829121202e-10,2.9842794901924208e-09,3.694822225952521e-09,1.9895196601282805e-09,9.521272659185342e-09
0.0,0.0,0.0,8.526512829121202e-10,2.9842794901924208e-09,3.694822225952521e-09,1.9895196601282805e-09,9.521272659185342e-09
0.0,0.0,0.0,8.526512829121202e-10,2.9842794901924208e-09,3.694822225952521e-09,1.9895196601282805e-09,9.521272659185342e-09
0.0,0.0,0.0,8.526512829121202e-10,2.9842794901924208e-09,3.694822225952521e-09,1.9895196601282805e-09,9.521272659185342e-09
