Battery 1,Battery 2,Battery 3,Battery 4
68.7862633691954,35.83897241379308,46.50385670498085,44.65833149425288
68.78626183662529,32.099654099616835,42.48882957854406,40.64330436781609
49.99289865501609,27.98608229885055,39.199620229885056,37.354095019157086
37.62887103202758,23.827455478927178,35.48865808429119,33.64313287356322
27.676017450418385,20.7992407662835,32.92037180076628,31.35024888888889
43.16350882880919,21.319980996168557,33.73640628352491,32.74651325670498
65.91473932720001,25.215288122605337,42.335103601532566,40.65739448275862
90.93596630926899,33.8322746360153,54.67802513409961,54.68997118773947
100.0,48.68247751815785,65.90709578544062,64.7746740229885
100.0,69.40263082969501,76.22494911877395,70.01436643678161
100.0,95.36830308134866,81.44594191570881,72.487313256705
100.0,95.47752683613793,88.30428674330423,100.0
100.0,100.0,100.0,100.0
100.0,98.07938099616858,100.0,100.0
73.73910891954023,92.39920781609194,96.87216965517241,96.42895126436781
67.40704033563219,85.30658727969347,92.33064015325671,91.8874217624521
67.40703880306208,76.6552988505747,85.8083322605364,85.3651138697318
67.40703880306208,67.74972781609193,78.83663448275863,78.39341609195402
67.40703880306208,59.98881931034481,72.10073318007663,71.65751478927203
67.40703880306208,53.939613639846726,65.27671601532568,64.83349762452107
67.40703880306208,50.008451187739446,60.96657639846744,60.523358007662836
