Battery 1,Battery 2,Battery 3,Battery 4
-0.0,-0.000470018,-0.0004053183833333334,-0.0004053183833333334
-0.0,-0.0005095335833333333,-0.0004465343666666666,-0.0004465343666666666
-0.0,-0.0005002343499999999,-0.00048020110000000007,-0.00048020110000000007
-3.1666700000000003e-10,-0.0005162672833333333,-0.0004377009,-0.0004377009
-3.2317312200000006e-05,-0.0005861509333333333,-0.0004221504333333334,-0.0004221504333333334
-2e-09,-0.00052595155,-0.0004624352166666667,-0.0004624352166666667
-0.001368899481,-0.00042675254999999994,-0.00029564053333333334,-0.00032409053333333336
0.00210648215,6.496414999999998e-05,-0.00015459121666666663,0.0003395587833333334
0.004657463359866999,0.0006295252567663352,0.0,0.0012009090166666665
0.0,0.0059,0.0005728575974999995,0.0015444445999999998
0.0,0.0009237309500000001,0.0059,0.0032708344776000006
0.0,0.0020281483932336644,0.0017046755191666698,0.0010273444057333336
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,-0.00014461863333333337,-0.00042958436666666665,0.0
-0.0017460057850000002,-0.0005272363166666667,-0.0005152519833333333,-0.0003225519833333332
-0.0009490837094,-0.0007482892666666667,-0.0006087739166666666,-0.0006087739166666666
-1.5e-10,-0.0007708653666666666,-0.0006521023666666668,-0.0006521023666666668
-0.0,-0.0007917155833333334,-0.0006911761833333336,-0.0006911761833333336
-0.0,-0.0008834007666666669,-0.0007863796500000002,-0.0007863796500000002
-0.0,-0.0007047835,-0.0007864768500000001,-0.0007864768500000001
-0.0,-0.00045283184999999997,-0.00043490474999999983,-0.00043490474999999983
-0.0,-0.0003708121166666667,-0.0002703149333333334,-0.0002703149333333334
-0.0,-0.00047580135,-0.0002937349499999999,-0.0002937349499999999
-0.0,-0.00043656805000000004,-0.0003800349166666667,-0.0003800349166666667
-0.0,-0.00046341795,-0.00044565103333333325,-0.00044565103333333325
-6.16667e-10,-0.0004711516833333332,-0.0004780338333333333,-0.0004780338333333333
-0.00021359923399999999,-0.0005513338166666667,-0.00043456775000000005,-0.00043456775000000005
-0.001838243696,-0.0005985509333333334,-0.00042421715,-0.00042421715
-0.0004593980749999999,-0.0005889847833333333,-0.0004426389166666667,-0.0003396389166666667
0.002099181333333,-0.00021716733333333336,-0.000186209,0.00027479100000000003
0.0031071499327340003,0.0006722986558326662,0.0,0.0008660241833333334
0.0,0.005083731510666666,0.00039787688333333326,0.0013192268833333333
0.0,0.00072449835,0.005483650669033334,0.0014790747333333334
0.0,0.0027170007835006656,0.0023785249976333335,0.003409442383333332
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,-0.00021990218333333333,0.0,0.0
-0.0007744070229999999,-0.0006459012666666667,-0.00029811893333333347,-0.0003434189333333335
-0.000684409035,-0.0008333555666666665,-0.0006151929,-0.0006151929
-3.3300000000000004e-11,-0.0008642309166666667,-0.0007132038000000001,-0.0007132038000000001
-0.0,-0.0008273989333333334,-0.0007112757000000002,-0.0007112757000000002
-0.0,-0.0007989326166666668,-0.0006150809166666667,-0.0006150809166666667
-0.0,-0.0005772344500000001,-0.0007181096166666667,-0.0007181096166666667
-0.0,-0.0005042971666666667,-0.0005819219500000001,-0.0005819219500000001
-0.0,-0.00040326308333333335,-0.00035848016666666663,-0.00035848016666666663
-0.0,-0.0004203019,-0.0003265183333333333,-0.0003265183333333333
-0.0,-0.0004377679833333333,-0.0004314341500000001,-0.0004314341500000001
-0.0,-0.00045683404999999995,-0.00035120135,-0.00035120135
-0.00017445719500000002,-0.00044323376666666664,-0.00041221763333333336,-0.00041221763333333336
-0.0031992598870000002,-0.0004661670666666667,-0.0004087174833333334,-0.0004087174833333334
-0.002849744505,-0.00044288455,-0.0004181856,-0.0004181856
0.0004638495381999999,-0.0003227347,-0.0004812706,-0.00040042059999999995
0.0016109979666670002,-7.621713333333326e-05,0.00033297494999999993,0.00013522495000000003
0.0018902645233000001,4.898235000000005e-05,0.001130141433333333,0.0004952914333333332
0.002022199402,0.0006967822833333333,0.0015055092166666667,0.0013528092166666666
0.0016949662481330003,0.0016418994075336655,0.0016889924166666667,0.0014403424166666667
0.0,0.004447830320330333,0.0015940524333333335,0.0010326524333333334
0.0,0.001905162972136003,0.0011892586833333351,0.0029490586833333344
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.000211137739,-0.0004680672666666667,0.0,-0.00019740170000000012
-0.002089863962,-0.0006271846166666668,-0.0003378853000000001,-0.00045778530000000004
-0.0007114785133,-0.0007370892500000001,-0.0005390730333333334,-0.0005390730333333334
-5.33333e-10,-0.0007504801833333333,-0.0006635657833333334,-0.0006635657833333334
-0.0,-0.0008414304833333334,-0.0006232934333333333,-0.0006232934333333333
-0.0,-0.0008631315833333333,-0.0006006795166666666,-0.0006006795166666666
-0.0,-0.0006493985166666667,-0.0005018460333333334,-0.0005018460333333334
-0.0,-0.0004894471166666666,-0.00045362088333333336,-0.00045362088333333336
-0.0,-0.00038961279999999996,-0.0003594486666666667,-0.0003594486666666667
-0.0,-0.0004007521333333333,-0.0004628178666666666,-0.0004628178666666666
-0.0,-0.00045281781666666664,-0.00045616754999999997,-0.00045616754999999997
-0.0,-0.0004432845166666666,-0.0005362340166666668,-0.0005362340166666668
-6.833330000000001e-10,-0.0004526673,-0.0004732008333333334,-0.0004732008333333334
-0.0005195310671,-0.00045608404999999996,-0.00044820061666666657,-0.00044820061666666657
-0.0035268597669999998,-0.00048641785,-0.0005062007,-0.0005062007
-0.0019303474880000002,-0.0004136852500000001,-0.0002830035166666667,-0.0002273035166666667
0.0024550250622,4.058211666666672e-05,0.00021532681666666664,0.0003839268166666666
0.0044898414978000005,0.0007151968166666669,0.0009561085999999999,0.0012195086
0.002044353193066,0.003253872841567334,0.0014619258499999998,0.0016766258499999998
0.0,0.0004794021920333332,0.0015704419833333333,0.0009074919833333332
0.0,0.002171717755633333,0.0015295670833333332,0.0008710170833333334
0.0,0.0022141965168099987,0.0013044132166666667,0.002448269116666668
0.0,4.658249395600172e-05,0.0002074542000000028,0.0
0.0,-7.445226666666664e-05,0.0,0.0
0.0,-0.00026340034999999937,0.0,-7.67508666666667e-05
-0.0018725154040000003,-0.0005982203666666666,-0.00031813436666666673,-0.0004420843666666667
-0.001338627496,-0.0006976382166666667,-0.0005959936166666668,-0.0005959936166666668
-0.0001833509586,-0.0008158252166666667,-0.0007746717333333332,-0.0007746717333333332
-0.0,-0.0007896647833333335,-0.0007650605333333334,-0.0007650605333333334
-0.0,-0.0008139148,-0.0007099934666666668,-0.0007099934666666668
-0.0,-0.0006675327166666667,-0.0007181932500000002,-0.0007181932500000002
-0.0,-0.0005668473,-0.0004482070166666667,-0.0004482070166666667
-0.0,-0.00037019525,-0.00032319886666666673,-0.00032319886666666673
-0.0,-0.0004046186,-0.00034603468333333333,-0.00034603468333333333
-0.0,-0.00046576755000000004,-0.0003839673666666667,-0.0003839673666666667
-0.0,-0.00044943433333333334,-0.0004342506833333333,-0.0004342506833333333
-1.66667e-10,-0.00040665086666666665,-0.0004366342000000001,-0.0004366342000000001
-0.002043778246,-0.00044735093333333337,-0.0003577015166666667,-0.0003577015166666667
-0.001344588004,-0.00045225066666666666,-0.0004035671333333334,-0.0004035671333333334
-0.001082372827,-0.00032931835,-0.0002793011333333334,-0.0002493511333333334
0.0016842646874000002,5.663049999999996e-05,8.874375000000011e-05,0.00015184375000000007
0.0024741963167000005,0.0004236146499999999,0.0009351083333333332,0.0008603083333333333
0.0027210584343000006,0.0009370972833333335,0.0013422927166666667,0.001526042716666667
0.000985713663866997,0.001614959563433003,0.0012211614333333333,0.0010967114333333334
0.0,0.0022533166726296664,0.00112206655,0.0005698165499999999
0.0,0.0028237668573673335,0.0005677829666666667,0.0002689329666666669
0.0,1.1878083333333503e-05,0.0007458450000010019,0.002992004683333332
0.0,0.0004918189565700005,0.0012719088166656648,0.0
0.0,-0.0002088673166666667,0.0,0.0
-0.002855871905,-0.0006177188333333334,-0.00034015155,-0.00038835155
-0.0006886124585,-0.0007713224833333334,-0.0004938913333333334,-0.0004938913333333334
-1.66667e-10,-0.0009408276166666667,-0.0007093009833333333,-0.0007093009833333333
-0.0,-0.00096848085,-0.0007581721333333334,-0.0007581721333333334
-0.0,-0.0008439988000000002,-0.0007325292666666667,-0.0007325292666666667
-0.0,-0.0006578511166666667,-0.0007421118666666669,-0.0007421118666666669
-0.0,-0.00042751391666666664,-0.0004687276833333332,-0.0004687276833333332
